"","Year","Month","Rain","Site","Spring"
"2684","2011","7",65.2,"Lancefield",1
"2685","2011","8",52.4,"Lancefield",1
"2686","2011","9",77,"Lancefield",1
"2687","2011","10",55.8,"Lancefield",1
"2688","2011","11",77.6,"Lancefield",1
"2689","2011","12",62.6,"Lancefield",1
"2690","2012","1",29,"Lancefield",0
"2691","2012","2",82.6,"Lancefield",0
"2692","2012","3",77.8,"Lancefield",0
"2693","2012","4",14.6,"Lancefield",0
"2694","2012","5",40.6,"Lancefield",0
"2695","2012","6",82.8,"Lancefield",0
"2696","2012","7",91.4,"Lancefield",1
"2697","2012","8",85.8,"Lancefield",1
"2698","2012","9",43,"Lancefield",1
"2699","2012","10",19.8,"Lancefield",1
"2700","2012","11",20.2,"Lancefield",1
"2701","2012","12",23.8,"Lancefield",1
"2702","2013","1",0.4,"Lancefield",0
"2703","2013","2",97.2,"Lancefield",0
"2704","2013","3",47,"Lancefield",0
"2705","2013","4",7.2,"Lancefield",0
"2706","2013","5",35.6,"Lancefield",0
"2707","2013","6",93.8,"Lancefield",0
"2708","2013","7",90.4,"Lancefield",1
"2709","2013","8",88.4,"Lancefield",1
"2710","2013","9",86.4,"Lancefield",1
"2711","2013","10",53.8,"Lancefield",1
"2712","2013","11",37.8,"Lancefield",1
"2713","2013","12",28.8,"Lancefield",1
"2714","2014","1",18,"Lancefield",0
"2715","2014","2",8.6,"Lancefield",0
"2716","2014","3",29.8,"Lancefield",0
"2717","2014","4",60.4,"Lancefield",0
"2718","2014","5",40.2,"Lancefield",0
"2719","2014","6",97.4,"Lancefield",0
"2720","2014","7",59.6,"Lancefield",1
"2721","2014","8",20.6,"Lancefield",1
"2722","2014","9",65,"Lancefield",1
"2723","2014","10",34.4,"Lancefield",1
"2724","2014","11",42,"Lancefield",1
"2725","2014","12",22.2,"Lancefield",1
"2726","2015","1",59.8,"Lancefield",0
"2727","2015","2",34.2,"Lancefield",0
"2728","2015","3",20.2,"Lancefield",0
"2729","2015","4",36.8,"Lancefield",0
"2730","2015","5",47.2,"Lancefield",0
"2731","2015","6",38.6,"Lancefield",0
"2732","2015","7",76.2,"Lancefield",1
"2733","2015","8",35.2,"Lancefield",1
"2734","2015","9",41.8,"Lancefield",1
"2735","2015","10",12,"Lancefield",1
"2736","2015","11",47.2,"Lancefield",1
"2737","2015","12",39.4,"Lancefield",1
"2738","2016","1",31.4,"Lancefield",0
"2739","2016","2",9.6,"Lancefield",0
"2740","2016","3",49.4,"Lancefield",0
"2741","2016","4",31.6,"Lancefield",0
"2742","2016","5",81.6,"Lancefield",0
"2743","2016","6",112.2,"Lancefield",0
"2744","1996","1",24,"Landsborough",0
"2745","1996","2",54,"Landsborough",0
"2746","1996","3",57.6,"Landsborough",0
"2747","1996","4",28.4,"Landsborough",0
"2748","1996","5",12.4,"Landsborough",0
"2749","1996","6",98,"Landsborough",0
"2750","1996","7",80.8,"Landsborough",1
"2751","1996","8",79.4,"Landsborough",1
"2752","1996","9",123.8,"Landsborough",1
"2753","1996","10",19.8,"Landsborough",1
"2754","1996","11",10.6,"Landsborough",1
"2755","1996","12",12.4,"Landsborough",1
"2756","1997","1",43.2,"Landsborough",0
"2757","1997","2",7.4,"Landsborough",0
"2758","1997","3",5.2,"Landsborough",0
"2759","1997","4",5.8,"Landsborough",0
"2760","1997","5",55.8,"Landsborough",0
"2761","1997","6",18.6,"Landsborough",0
"2762","1997","7",22.2,"Landsborough",1
"2763","1997","8",65.4,"Landsborough",1
"2764","1997","9",96.2,"Landsborough",1
"2765","1997","10",35,"Landsborough",1
"2766","1997","11",45.6,"Landsborough",1
"2767","1997","12",3,"Landsborough",1
"2768","1998","1",56.2,"Landsborough",0
"2769","1998","2",42.2,"Landsborough",0
"2770","1998","3",4.8,"Landsborough",0
"2771","1998","4",90.6,"Landsborough",0
"2772","1998","5",17.8,"Landsborough",0
"2773","1998","6",44.4,"Landsborough",0
"2774","1998","7",70.2,"Landsborough",1
"2775","1998","8",17,"Landsborough",1
"2776","1998","9",46.4,"Landsborough",1
"2777","1998","10",32.6,"Landsborough",1
"2778","1998","11",44.6,"Landsborough",1
"2779","1998","12",19.4,"Landsborough",1
"2780","1999","1",12.2,"Landsborough",0
"2781","1999","2",58.6,"Landsborough",0
"2782","1999","3",51.2,"Landsborough",0
"2783","1999","4",1,"Landsborough",0
"2784","1999","5",60.9,"Landsborough",0
"2785","1999","6",53,"Landsborough",0
"2786","1999","7",25.8,"Landsborough",1
"2787","1999","8",94.2,"Landsborough",1
"2788","1999","9",23.2,"Landsborough",1
"2789","1999","10",40.2,"Landsborough",1
"2790","1999","11",63.6,"Landsborough",1
"2791","1999","12",91.6,"Landsborough",1
"2792","2000","1",0,"Landsborough",0
"2793","2000","2",34,"Landsborough",0
"2794","2000","3",7,"Landsborough",0
"2795","2000","4",59,"Landsborough",0
"2796","2000","5",48.8,"Landsborough",0
"2797","2000","6",44.4,"Landsborough",0
"2798","2000","7",73.7,"Landsborough",1
"2799","2000","8",36,"Landsborough",1
"2800","2000","9",58.2,"Landsborough",1
"2801","2000","10",66.2,"Landsborough",1
"2802","2000","11",27.4,"Landsborough",1
"2803","2000","12",26,"Landsborough",1
"2804","2001","1",61.2,"Landsborough",0
"2805","2001","2",6.4,"Landsborough",0
"2806","2001","3",45.2,"Landsborough",0
"2807","2001","4",23,"Landsborough",0
"2808","2001","5",14.8,"Landsborough",0
"2809","2001","6",46.4,"Landsborough",0
"2810","2001","7",29.2,"Landsborough",1
"2811","2001","8",77,"Landsborough",1
"2812","2001","9",67.8,"Landsborough",1
"2813","2001","10",68.6,"Landsborough",1
"2814","2001","11",36.2,"Landsborough",1
"2815","2001","12",14.8,"Landsborough",1
"2816","2002","1",11,"Landsborough",0
"2817","2002","2",64.6,"Landsborough",0
"2818","2002","3",5.4,"Landsborough",0
"2819","2002","4",29.2,"Landsborough",0
"2820","2002","5",44.8,"Landsborough",0
"2821","2002","6",36.4,"Landsborough",0
"2822","2002","7",26.6,"Landsborough",1
"2823","2002","8",36.6,"Landsborough",1
"2824","2002","9",44,"Landsborough",1
"2825","2002","10",32,"Landsborough",1
"2826","2002","11",29.6,"Landsborough",1
"2827","2002","12",48.6,"Landsborough",1
"2828","2003","1",17.2,"Landsborough",0
"2829","2003","2",42.6,"Landsborough",0
"2830","2003","3",4.8,"Landsborough",0
"2831","2003","4",22.2,"Landsborough",0
"2832","2003","5",33.2,"Landsborough",0
"2833","2003","6",57.2,"Landsborough",0
"2834","2003","7",47.6,"Landsborough",1
"2835","2003","8",79.6,"Landsborough",1
"2836","2003","9",37.8,"Landsborough",1
"2837","2003","10",55.2,"Landsborough",1
"2838","2003","11",17.6,"Landsborough",1
"2839","2003","12",52.2,"Landsborough",1
"2840","2004","1",21.8,"Landsborough",0
"2841","2004","2",1.2,"Landsborough",0
"2842","2004","3",18.2,"Landsborough",0
"2843","2004","4",15.2,"Landsborough",0
"2844","2004","5",28.4,"Landsborough",0
"2845","2004","6",85.6,"Landsborough",0
"2846","2004","7",51.2,"Landsborough",1
"2847","2004","8",53,"Landsborough",1
"2848","2004","9",90.8,"Landsborough",1
"2849","2004","10",11.4,"Landsborough",1
"2850","2004","11",76.2,"Landsborough",1
"2851","2004","12",47.4,"Landsborough",1
"2852","2005","1",22.4,"Landsborough",0
"2853","2005","2",55.4,"Landsborough",0
"2854","2005","3",8.6,"Landsborough",0
"2855","2005","4",7.2,"Landsborough",0
"2856","2005","5",9,"Landsborough",0
"2857","2005","6",75.2,"Landsborough",0
"2858","2005","7",32.4,"Landsborough",1
"2859","2005","8",57.2,"Landsborough",1
"2860","2005","9",46.3,"Landsborough",1
"2861","2005","10",50.4,"Landsborough",1
"2862","2005","11",45.8,"Landsborough",1
"2863","2005","12",50.6,"Landsborough",1
"2864","2006","1",64.8,"Landsborough",0
"2865","2006","2",6.8,"Landsborough",0
"2866","2006","3",17,"Landsborough",0
"2867","2006","4",38.4,"Landsborough",0
"2868","2006","5",28.8,"Landsborough",0
"2869","2006","6",12,"Landsborough",0
"2870","2006","7",39.2,"Landsborough",1
"2871","2006","8",34.4,"Landsborough",1
"2872","2006","9",35.8,"Landsborough",1
"2873","2006","10",1.6,"Landsborough",1
"2874","2006","11",11.2,"Landsborough",1
"2875","2006","12",2.6,"Landsborough",1
"2876","2007","1",73.4,"Landsborough",0
"2877","2007","2",25.8,"Landsborough",0
"2878","2007","3",13.6,"Landsborough",0
"2879","2007","4",45,"Landsborough",0
"2880","2007","5",84.6,"Landsborough",0
"2881","2007","6",24.8,"Landsborough",0
"2882","2007","7",52.8,"Landsborough",1
"2883","2007","8",11.4,"Landsborough",1
"2884","2007","9",32.6,"Landsborough",1
"2885","2007","10",7.2,"Landsborough",1
"2886","2007","11",114,"Landsborough",1
"2887","2007","12",41,"Landsborough",1
"2888","2008","1",11,"Landsborough",0
"2889","2008","2",7.8,"Landsborough",0
"2890","2008","3",15,"Landsborough",0
"2891","2008","4",5.2,"Landsborough",0
"2892","2008","5",44.6,"Landsborough",0
"2893","2008","6",27.4,"Landsborough",0
"2894","2008","7",66,"Landsborough",1
"2895","2008","8",40.8,"Landsborough",1
"2896","2008","9",24.6,"Landsborough",1
"2897","2008","10",8.6,"Landsborough",1
"2898","2008","11",32.2,"Landsborough",1
"2899","2008","12",46.6,"Landsborough",1
"2900","2009","1",0,"Landsborough",0
"2901","2009","2",0.6,"Landsborough",0
"2902","2009","3",21.8,"Landsborough",0
"2903","2009","4",35.8,"Landsborough",0
"2904","2009","5",31.6,"Landsborough",0
"2905","2009","6",67,"Landsborough",0
"2906","2009","7",77.6,"Landsborough",1
"2907","2009","8",53.8,"Landsborough",1
"2908","2009","9",91,"Landsborough",1
"2909","2009","10",20.2,"Landsborough",1
"2910","2009","11",97.4,"Landsborough",1
"2911","2009","12",29.6,"Landsborough",1
"2912","2010","1",26.4,"Landsborough",0
"2913","2010","2",39.2,"Landsborough",0
"2914","2010","3",54.2,"Landsborough",0
"2915","2010","4",75.2,"Landsborough",0
"2916","2010","5",28.6,"Landsborough",0
"2917","2010","6",42.8,"Landsborough",0
"2918","2010","7",53.4,"Landsborough",1
"2919","2010","8",130.2,"Landsborough",1
"2920","2010","9",73.8,"Landsborough",1
"2921","2010","10",93.8,"Landsborough",1
"2922","2010","11",78,"Landsborough",1
"2923","2010","12",100.8,"Landsborough",1
"2924","2011","1",162.6,"Landsborough",0
"2925","2011","2",51.4,"Landsborough",0
"2926","2011","3",35,"Landsborough",0
"2927","2011","4",32,"Landsborough",0
"2928","2011","5",31.4,"Landsborough",0
"2929","2011","6",29.8,"Landsborough",0
"2930","2011","7",63,"Landsborough",1
"2931","2011","8",60.4,"Landsborough",1
"2932","2011","9",16.2,"Landsborough",1
"2933","2011","10",34.8,"Landsborough",1
"2934","2011","11",53.8,"Landsborough",1
"2935","2011","12",91.6,"Landsborough",1
"2936","2012","1",8,"Landsborough",0
"2937","2012","2",48,"Landsborough",0
"2938","2012","3",48,"Landsborough",0
"2939","2012","4",18.2,"Landsborough",0
"2940","2012","5",31,"Landsborough",0
"2941","2012","6",51.2,"Landsborough",0
"2942","2012","7",52.2,"Landsborough",1
"2943","2012","8",42.4,"Landsborough",1
"2944","2012","9",42.4,"Landsborough",1
"2945","2012","10",21.6,"Landsborough",1
"2946","2012","11",15,"Landsborough",1
"2947","2012","12",29.6,"Landsborough",1
"2948","2013","1",1.4,"Landsborough",0
"2949","2013","2",38.4,"Landsborough",0
"2950","2013","3",4,"Landsborough",0
"2951","2013","4",7.6,"Landsborough",0
"2952","2013","5",33.2,"Landsborough",0
"2953","2013","6",62.6,"Landsborough",0
"2954","2013","7",62,"Landsborough",1
"2955","2013","8",71.2,"Landsborough",1
"2956","2013","9",55.6,"Landsborough",1
"2957","2013","10",55.4,"Landsborough",1
"2958","2013","11",25.6,"Landsborough",1
"2959","2013","12",22.8,"Landsborough",1
"2960","2014","1",30.4,"Landsborough",0
"2961","2014","2",3.4,"Landsborough",0
"2962","2014","3",12,"Landsborough",0
"2963","2014","4",44.8,"Landsborough",0
"2964","2014","5",40.8,"Landsborough",0
"2965","2014","6",59.2,"Landsborough",0
"2966","2014","7",55.6,"Landsborough",1
"2967","2014","8",17,"Landsborough",1
"2968","2014","9",20.6,"Landsborough",1
"2969","2014","10",14,"Landsborough",1
"2970","2014","11",32.6,"Landsborough",1
"2971","2014","12",15.6,"Landsborough",1
"2972","2015","1",101.2,"Landsborough",0
"2973","2015","2",25.4,"Landsborough",0
"2974","2015","3",10,"Landsborough",0
"2975","2015","4",26,"Landsborough",0
"2976","2015","5",35.4,"Landsborough",0
"2977","2015","6",25.8,"Landsborough",0
"2978","2015","7",44.4,"Landsborough",1
"2979","2015","8",21.4,"Landsborough",1
"2980","2015","9",36.6,"Landsborough",1
"2981","2015","10",3.6,"Landsborough",1
"2982","2015","11",32,"Landsborough",1
"2983","2015","12",9.8,"Landsborough",1
"2984","2016","1",29.4,"Landsborough",0
"2985","2016","2",13.4,"Landsborough",0
"2986","2016","3",23.6,"Landsborough",0
"2987","2016","4",8,"Landsborough",0
"2988","2016","5",99,"Landsborough",0
"2989","2016","6",57.8,"Landsborough",0
"2990","1996","1",31,"Manangatang",0
"2991","1996","2",15.2,"Manangatang",0
"2992","1996","3",8,"Manangatang",0
"2993","1996","4",13.4,"Manangatang",0
"2994","1996","5",3.7,"Manangatang",0
"2995","1996","6",54.3,"Manangatang",0
"2996","1996","7",62,"Manangatang",1
"2997","1996","8",47.3,"Manangatang",1
"2998","1996","9",55.6,"Manangatang",1
"2999","1996","10",18,"Manangatang",1
"3000","1996","11",4.2,"Manangatang",1
"3001","1996","12",2.4,"Manangatang",1
"3002","1997","1",12,"Manangatang",0
"3003","1997","2",9.4,"Manangatang",0
"3004","1997","3",0,"Manangatang",0
"3005","1997","4",0,"Manangatang",0
"3006","1997","5",29,"Manangatang",0
"3007","1997","6",29.6,"Manangatang",0
"3008","1997","7",18.5,"Manangatang",1
"3009","1997","8",43.1,"Manangatang",1
"3010","1997","9",55.4,"Manangatang",1
"3011","1997","10",12.6,"Manangatang",1
"3012","1997","11",31.2,"Manangatang",1
"3013","1997","12",2,"Manangatang",1
"3014","1998","1",42,"Manangatang",0
"3015","1998","2",20,"Manangatang",0
"3016","1998","3",2.2,"Manangatang",0
"3017","1998","4",31.2,"Manangatang",0
"3018","1998","5",10,"Manangatang",0
"3019","1998","6",9.2,"Manangatang",0
"3020","1998","7",41.6,"Manangatang",1
"3021","1998","8",8.8,"Manangatang",1
"3022","1998","9",20.8,"Manangatang",1
"3023","1998","10",32.7,"Manangatang",1
"3024","1998","11",50.2,"Manangatang",1
"3025","1998","12",2,"Manangatang",1
"3026","1999","1",9.2,"Manangatang",0
"3027","1999","2",34,"Manangatang",0
"3028","1999","3",10.2,"Manangatang",0
"3029","1999","4",5.4,"Manangatang",0
"3030","1999","5",33.2,"Manangatang",0
"3031","1999","6",26.8,"Manangatang",0
"3032","1999","7",26.4,"Manangatang",1
"3033","1999","8",44.2,"Manangatang",1
"3034","1999","9",14.6,"Manangatang",1
"3035","1999","10",18,"Manangatang",1
"3036","1999","11",60,"Manangatang",1
"3037","1999","12",13.8,"Manangatang",1
"3038","2000","1",2.2,"Manangatang",0
"3039","2000","2",76.8,"Manangatang",0
"3040","2000","3",2,"Manangatang",0
"3041","2000","4",61.8,"Manangatang",0
"3042","2000","5",36.4,"Manangatang",0
"3043","2000","6",14,"Manangatang",0
"3044","2000","7",40,"Manangatang",1
"3045","2000","8",24.2,"Manangatang",1
"3046","2000","9",43.8,"Manangatang",1
"3047","2000","10",61.8,"Manangatang",1
"3048","2000","11",80.8,"Manangatang",1
"3049","2000","12",16.8,"Manangatang",1
"3050","2001","1",11.6,"Manangatang",0
"3051","2001","2",20.4,"Manangatang",0
"3052","2001","3",31,"Manangatang",0
"3053","2001","4",6.6,"Manangatang",0
"3054","2001","5",7.6,"Manangatang",0
"3055","2001","6",37,"Manangatang",0
"3056","2001","7",43.2,"Manangatang",1
"3057","2001","8",38.6,"Manangatang",1
"3058","2001","9",35.8,"Manangatang",1
"3059","2001","10",22,"Manangatang",1
"3060","2001","11",6.2,"Manangatang",1
"3061","2001","12",7.2,"Manangatang",1
"3062","2002","1",2,"Manangatang",0
"3063","2002","2",21.2,"Manangatang",0
"3064","2002","3",30.3,"Manangatang",0
"3065","2002","4",15,"Manangatang",0
"3066","2002","5",17.8,"Manangatang",0
"3067","2002","6",12.4,"Manangatang",0
"3068","2002","7",3.6,"Manangatang",1
"3069","2002","8",12,"Manangatang",1
"3070","2002","9",9.2,"Manangatang",1
"3071","2002","10",10.6,"Manangatang",1
"3072","2002","11",16.6,"Manangatang",1
"3073","2002","12",47.6,"Manangatang",1
"3074","2003","1",1,"Manangatang",0
"3075","2003","2",58.8,"Manangatang",0
"3076","2003","3",0,"Manangatang",0
"3077","2003","4",3.8,"Manangatang",0
"3078","2003","5",17.6,"Manangatang",0
"3079","2003","6",37.2,"Manangatang",0
"3080","2003","7",51.2,"Manangatang",1
"3081","2003","8",52.9,"Manangatang",1
"3082","2003","9",20.4,"Manangatang",1
"3083","2003","10",23.4,"Manangatang",1
"3084","2003","11",19.8,"Manangatang",1
"3085","2003","12",47.8,"Manangatang",1
"3086","2004","1",5.4,"Manangatang",0
"3087","2004","2",0,"Manangatang",0
"3088","2004","3",0.9,"Manangatang",0
"3089","2004","4",2.2,"Manangatang",0
"3090","2004","5",13.4,"Manangatang",0
"3091","2004","6",31.8,"Manangatang",0
"3092","2004","7",17.6,"Manangatang",1
"3093","2004","8",39.6,"Manangatang",1
"3094","2004","9",32,"Manangatang",1
"3095","2004","10",10.2,"Manangatang",1
"3096","2004","11",59,"Manangatang",1
"3097","2004","12",39.6,"Manangatang",1
"3098","2005","1",27.8,"Manangatang",0
"3099","2005","2",25.6,"Manangatang",0
"3100","2005","3",2,"Manangatang",0
"3101","2005","4",1.4,"Manangatang",0
"3102","2005","5",2,"Manangatang",0
"3103","2005","6",44.4,"Manangatang",0
"3104","2005","7",35,"Manangatang",1
"3105","2005","8",37.8,"Manangatang",1
"3106","2005","9",41,"Manangatang",1
"3107","2005","10",68.8,"Manangatang",1
"3108","2005","11",26.6,"Manangatang",1
"3109","2005","12",18,"Manangatang",1
"3110","2006","1",22,"Manangatang",0
"3111","2006","2",1.6,"Manangatang",0
"3112","2006","3",11.6,"Manangatang",0
"3113","2006","4",23,"Manangatang",0
"3114","2006","5",6.6,"Manangatang",0
"3115","2006","6",10,"Manangatang",0
"3116","2006","7",34.4,"Manangatang",1
"3117","2006","8",2.6,"Manangatang",1
"3118","2006","9",19.8,"Manangatang",1
"3119","2006","10",0.2,"Manangatang",1
"3120","2006","11",14,"Manangatang",1
"3121","2006","12",29.6,"Manangatang",1
"3122","2007","1",68.6,"Manangatang",0
"3123","2007","2",0.8,"Manangatang",0
"3124","2007","3",16.1,"Manangatang",0
"3125","2007","4",36.4,"Manangatang",0
"3126","2007","5",49.8,"Manangatang",0
"3127","2007","6",12.8,"Manangatang",0
"3128","2007","7",22,"Manangatang",1
"3129","2007","8",3.4,"Manangatang",1
"3130","2007","9",7.8,"Manangatang",1
"3131","2007","10",2.6,"Manangatang",1
"3132","2007","11",51.4,"Manangatang",1
"3133","2007","12",30.4,"Manangatang",1
"3134","2008","1",26.6,"Manangatang",0
"3135","2008","2",0,"Manangatang",0
"3136","2008","3",21.4,"Manangatang",0
"3137","2008","4",3.8,"Manangatang",0
"3138","2008","5",16,"Manangatang",0
"3139","2008","6",10.6,"Manangatang",0
"3140","2008","7",23.8,"Manangatang",1
"3141","2008","8",44.4,"Manangatang",1
"3142","2008","9",11.8,"Manangatang",1
"3143","2008","10",7.2,"Manangatang",1
"3144","2008","11",36.8,"Manangatang",1
"3145","2008","12",55.6,"Manangatang",1
"3146","2009","1",0,"Manangatang",0
"3147","2009","2",0,"Manangatang",0
"3148","2009","3",26,"Manangatang",0
"3149","2009","4",28.2,"Manangatang",0
"3150","2009","5",16,"Manangatang",0
"3151","2009","6",34.4,"Manangatang",0
"3152","2009","7",17.8,"Manangatang",1
"3153","2009","8",16.2,"Manangatang",1
"3154","2009","9",61,"Manangatang",1
"3155","2009","10",16,"Manangatang",1
"3156","2009","11",87,"Manangatang",1
"3157","2009","12",13,"Manangatang",1
"3158","2010","1",19.2,"Manangatang",0
"3159","2010","2",25.2,"Manangatang",0
"3160","2010","3",62,"Manangatang",0
"3161","2010","4",41.2,"Manangatang",0
"3162","2010","5",34,"Manangatang",0
"3163","2010","6",18,"Manangatang",0
"3164","2010","7",20.4,"Manangatang",1
"3165","2010","8",53.4,"Manangatang",1
"3166","2010","9",17.6,"Manangatang",1
"3167","2010","10",100.8,"Manangatang",1
"3168","2010","11",85,"Manangatang",1
"3169","2010","12",83,"Manangatang",1
"3170","2011","1",159,"Manangatang",0
"3171","2011","2",42.8,"Manangatang",0
"3172","2011","3",31.6,"Manangatang",0
"3173","2011","4",15.6,"Manangatang",0
"3174","2011","5",18.2,"Manangatang",0
"3175","2011","6",12.4,"Manangatang",0
"3176","2011","7",14,"Manangatang",1
"3177","2011","8",42.8,"Manangatang",1
"3178","2011","9",17,"Manangatang",1
"3179","2011","10",19.4,"Manangatang",1
"3180","2011","11",51.8,"Manangatang",1
"3181","2011","12",23.8,"Manangatang",1
"3182","2012","1",20.2,"Manangatang",0
"3183","2012","2",32.4,"Manangatang",0
"3184","2012","3",55,"Manangatang",0
"3185","2012","4",9.4,"Manangatang",0
"3186","2012","5",6.4,"Manangatang",0
"3187","2012","6",15,"Manangatang",0
"3188","2012","7",34,"Manangatang",1
"3189","2012","8",12.6,"Manangatang",1
"3190","2012","9",18,"Manangatang",1
"3191","2012","10",14.6,"Manangatang",1
"3192","2012","11",1.8,"Manangatang",1
"3193","2012","12",4.8,"Manangatang",1
"3194","2013","1",4.4,"Manangatang",0
"3195","2013","2",15,"Manangatang",0
"3196","2013","3",8,"Manangatang",0
"3197","2013","4",11.6,"Manangatang",0
"3198","2013","5",18.4,"Manangatang",0
"3199","2013","6",56.2,"Manangatang",0
"3200","2013","7",26.2,"Manangatang",1
"3201","2013","8",22.2,"Manangatang",1
"3202","2013","9",27.6,"Manangatang",1
"3203","2013","10",14.2,"Manangatang",1
"3204","2013","11",7,"Manangatang",1
"3205","2013","12",30.8,"Manangatang",1
"3206","2014","1",1.2,"Manangatang",0
"3207","2014","2",40.6,"Manangatang",0
"3208","2014","3",16.8,"Manangatang",0
"3209","2014","4",86.2,"Manangatang",0
"3210","2014","5",20.6,"Manangatang",0
"3211","2014","6",10.2,"Manangatang",0
"3212","2014","7",18,"Manangatang",1
"3213","2014","8",4,"Manangatang",1
"3214","2014","9",25.2,"Manangatang",1
"3215","2014","10",2.2,"Manangatang",1
"3216","2014","11",13.4,"Manangatang",1
"3217","2014","12",16.8,"Manangatang",1
"3218","2015","1",17.2,"Manangatang",0
"3219","2015","2",1.8,"Manangatang",0
"3220","2015","3",3.6,"Manangatang",0
"3221","2015","4",30.4,"Manangatang",0
"3222","2015","5",14.6,"Manangatang",0
"3223","2015","6",22.4,"Manangatang",0
"3224","2015","7",17.2,"Manangatang",1
"3225","2015","8",19.8,"Manangatang",1
"3226","2015","9",14.2,"Manangatang",1
"3227","2015","10",15.6,"Manangatang",1
"3228","2015","11",14.4,"Manangatang",1
"3229","2015","12",1,"Manangatang",1
"3230","2016","1",22.6,"Manangatang",0
"3231","2016","2",6.2,"Manangatang",0
"3232","2016","3",9.6,"Manangatang",0
"3233","2016","4",7.2,"Manangatang",0
"3234","2016","5",52.8,"Manangatang",0
"3235","2016","6",26.2,"Manangatang",0
"3236","2016","7",3,"Manangatang",1
"3237","1996","1",13.4,"Piambie",0
"3238","1996","2",40.8,"Piambie",0
"3239","1996","3",11.6,"Piambie",0
"3240","1996","4",13.4,"Piambie",0
"3241","1996","5",7.4,"Piambie",0
"3242","1996","6",45.4,"Piambie",0
"3243","1996","7",76.6,"Piambie",1
"3244","1996","8",44.8,"Piambie",1
"3245","1996","9",37.6,"Piambie",1
"3246","1996","10",21.2,"Piambie",1
"3247","1996","11",23.8,"Piambie",1
"3248","1996","12",2.2,"Piambie",1
"3249","1997","1",22.4,"Piambie",0
"3250","1997","2",12.8,"Piambie",0
"3251","1997","3",8.6,"Piambie",0
"3252","1997","4",0,"Piambie",0
"3253","1997","5",52.2,"Piambie",0
"3254","1997","6",14.1,"Piambie",0
"3255","1997","7",7.9,"Piambie",1
"3256","1997","8",46.6,"Piambie",1
"3257","1997","9",45.8,"Piambie",1
"3258","1997","10",19,"Piambie",1
"3259","1997","11",28.6,"Piambie",1
"3260","1997","12",7.8,"Piambie",1
"3261","1998","1",43.4,"Piambie",0
"3262","1998","2",18.5,"Piambie",0
"3263","1998","3",3,"Piambie",0
"3264","1998","4",42.9,"Piambie",0
"3265","1998","5",1.2,"Piambie",0
"3266","1998","6",10.9,"Piambie",0
"3267","1998","7",42.6,"Piambie",1
"3268","1998","8",2.8,"Piambie",1
"3269","1998","9",27.1,"Piambie",1
"3270","1998","10",17,"Piambie",1
"3271","1998","11",28,"Piambie",1
"3272","1998","12",2.1,"Piambie",1
"3273","1999","1",7.4,"Piambie",0
"3274","1999","2",8.4,"Piambie",0
"3275","1999","3",30.8,"Piambie",0
"3276","1999","4",0,"Piambie",0
"3277","1999","5",35.6,"Piambie",0
"3278","1999","6",21.2,"Piambie",0
"3279","1999","7",48.6,"Piambie",1
"3280","1999","8",45.8,"Piambie",1
"3281","1999","9",35.3,"Piambie",1
"3282","1999","10",28.2,"Piambie",1
"3283","1999","11",36.4,"Piambie",1
"3284","1999","12",9,"Piambie",1
"3285","2000","1",3.5,"Piambie",0
"3286","2000","2",68.4,"Piambie",0
"3287","2000","3",9.5,"Piambie",0
"3288","2000","4",57,"Piambie",0
"3289","2000","5",25.7,"Piambie",0
"3290","2000","6",19.3,"Piambie",0
"3291","2000","7",22.4,"Piambie",1
"3292","2000","8",19.8,"Piambie",1
"3293","2000","9",39,"Piambie",1
"3294","2000","10",47.4,"Piambie",1
"3295","2000","11",56.4,"Piambie",1
"3296","2000","12",2.4,"Piambie",1
"3297","2001","1",18.8,"Piambie",0
"3298","2001","2",14.8,"Piambie",0
"3299","2001","3",28.4,"Piambie",0
"3300","2001","4",4.4,"Piambie",0
"3301","2001","5",10.4,"Piambie",0
"3302","2001","6",28.8,"Piambie",0
"3303","2001","7",34.4,"Piambie",1
"3304","2001","8",42.9,"Piambie",1
"3305","2001","9",39.1,"Piambie",1
"3306","2001","10",23.2,"Piambie",1
"3307","2001","11",3.3,"Piambie",1
"3308","2001","12",1,"Piambie",1
"3309","2002","1",9.4,"Piambie",0
"3310","2002","2",35.2,"Piambie",0
"3311","2002","3",46,"Piambie",0
"3312","2002","4",9.8,"Piambie",0
"3313","2002","5",24.4,"Piambie",0
"3314","2002","6",16,"Piambie",0
"3315","2002","7",6.3,"Piambie",1
"3316","2002","8",6.8,"Piambie",1
"3317","2002","9",12.6,"Piambie",1
"3318","2002","10",5.8,"Piambie",1
"3319","2002","11",8,"Piambie",1
"3320","2002","12",18.2,"Piambie",1
"3321","2003","1",8,"Piambie",0
"3322","2003","2",76.8,"Piambie",0
"3323","2003","3",0,"Piambie",0
"3324","2003","4",15.5,"Piambie",0
"3325","2003","5",31.2,"Piambie",0
"3326","2003","6",31.9,"Piambie",0
"3327","2003","7",54,"Piambie",1
"3328","2003","8",50,"Piambie",1
"3329","2003","9",11.5,"Piambie",1
"3330","2003","10",26.9,"Piambie",1
"3331","2003","11",23.6,"Piambie",1
"3332","2003","12",56.8,"Piambie",1
"3333","2004","1",4.2,"Piambie",0
"3334","2004","2",2.2,"Piambie",0
"3335","2004","3",1.2,"Piambie",0
"3336","2004","4",2.6,"Piambie",0
